1023,1553600533.261856
1023,1553600543.2785585
1023,1553600553.3144982
1023,1553600879.3020806
1023,1553600889.4497015
1023,1553600899.5957189
1023,1553600909.7519386
1023,1553600919.8792386
1023,1553602635.905748
1023,1553602657.569845
1023,1553602718.948566
1023,1553602728.9802108
1023,1553602739.013007
1023,1553602749.0311627
1023,1553602759.0541909
1023,1553602769.087323
1023,1553602779.1271956
1023,1553602789.142735
1023,1553602842.6804135
1023,1553602864.3515315
1023,1553602886.0095136
0,1553602918.4558294
0,1553602985.7201371
1023,1553604314.128011
1023,1553604315.9550931
1023,1553604317.793322
1023,1553604319.6333125
1023,1553604321.4641123
1023,1553604323.294594
1023,1553604325.1271126
1023,1553604326.961244
1023,1553604328.791637
1023,1553604330.6187704
1023,1553604332.457589
1023,1553604334.287839
1023,1553604336.1095827
1023,1553604337.953986
1023,1553604339.7734113
1023,1553604341.615296
1023,1553604343.4503875
1023,1553604345.2809334
