19,1553446264.4638922
19,1553446274.5114546
19,1553446284.5561295
19,1553446294.6043212
19,1553446304.6597908
19,1553446314.71718
19,1553446324.7485046
19,1553446334.795733
19,1553446441.0393188
19,1553446451.0872347
19,1553446461.139786
19,1553446471.1711373
19,1553446481.2025852
19,1553446491.253593
19,1553446501.2897546
19,1553446511.3260071
19,1553446521.3835132
19,1553446531.4257312
19,1553446541.4724119
19,1553446551.5194278
19,1553446561.5807927
19,1553446571.6380014
19,1553446581.673812
19,1553446591.7170742
19,1553446601.760562
19,1553446611.816073
13,1553600879.3020806
13,1553600889.4497015
13,1553600899.5957189
13,1553600909.7519386
13,1553600919.8792386
21,1553602635.905748
21,1553602657.569845
20,1553602842.6804135
20,1553602864.3515315
20,1553602886.0095136
20,1553602918.4558294
24,1553602985.7201371
21,1553604315.9550931
21,1553604317.793322
21,1553604319.6333125
21,1553604321.4641123
21,1553604323.294594
21,1553604325.1271126
21,1553604326.961244
21,1553604328.791637
21,1553604330.6187704
21,1553604332.457589
21,1553604334.287839
21,1553604336.1095827
21,1553604337.953986
21,1553604339.7734113
21,1553604341.615296
21,1553604343.4503875
21,1553604345.2809334
21,1553604347.105448
